Approved Symbol	UniProt ID(supplied by UniProt)
TRIM69	Q86WT6
LDHD	Q86WU2
SKAP1	Q86WV1
TEN1	Q86WV5
TMEM173	Q86WV6
COA5	Q86WW8
RPS19BP1	Q86WX3
HEATR4	Q86WZ0
ZNF227	Q86WZ6
CDR2L	Q86X02
RALGAPB	Q86X10
TMEM17	Q86X19
HORMAD1	Q86X24
RALGPS2	Q86X27
LSR	Q86X29
LRRC28	Q86X40
LRRC6	Q86X45
CXorf67	Q86X51
CHSY1	Q86X52
ERICH1	Q86X53
CARM1	Q86X55
C17orf82	Q86X59
FAM72B	Q86X60
NUDT13	Q86X67
NIT1	Q86X76
COMMD2	Q86X83
CIR1	Q86X95
METTL23	Q86XA0
HEATR5A	Q86XA9
FAM131B	Q86XD5
ZFAND4	Q86XD8
SNX32	Q86XE0
MICU3	Q86XE3
HOGA1	Q86XE5
DHFR2	Q86XF0
ZNF575	Q86XF7
NBPF5P	Q86XG9
IQCA1	Q86XH1
NCAPG2	Q86XI2
PPP1R3B	Q86XI6
ZSWIM9	Q86XI8
CALHM3	Q86XJ0
GAS2L3	Q86XJ1
FBXO11	Q86XK2
SFR1	Q86XK3
VSIG1	Q86XK7
ANKLE2	Q86XL3
CATSPERD	Q86XM0
ZNF761	Q86XN6
PROSER1	Q86XN7
MEX3D	Q86XN8
PLA2G4D	Q86XP0
DGKH	Q86XP1
DDX42	Q86XP3
GKN2	Q86XP6
CATSPER3	Q86XQ3
FAM129C	Q86XR2
PRIMA1	Q86XR5
TICAM2	Q86XR7
CEP57	Q86XR8
ANGPTL5	Q86XS5
RNF130	Q86XS8
VPS37D	Q86XT2
TRIM50	Q86XT4
TMEM219	Q86XT9
ZNF677	Q86XU0
NME9	Q86XW9
FRAS1	Q86XX4
SPATS2	Q86XZ4
DTX1	Q86Y01
VRK2	Q86Y07
DZIP3	Q86Y13
COL23A1	Q86Y22
ZNF354C	Q86Y25
NUTM1	Q86Y26
BAGE5	Q86Y27
BAGE4	Q86Y28
BAGE3	Q86Y29
BAGE2	Q86Y30
CDC20B	Q86Y33
ADGRG3	Q86Y34
CACUL1	Q86Y37
XYLT1	Q86Y38
NDUFA11	Q86Y39
KRT73	Q86Y46
DNAAF5	Q86Y56
LYPD6	Q86Y78
PTRH1	Q86Y79
STX12	Q86Y82
KIF18B	Q86Y91
KMT5C	Q86Y97
ZGRF1	Q86YA3
ECHDC2	Q86YB7
ERO1B	Q86YB8
PALB2	Q86YC2
NRROS	Q86YC3
PTOV1	Q86YD1
TMEM25	Q86YD3
LDLRAD3	Q86YD5
FAM90A1	Q86YD7
ZNF573	Q86YE8
DZIP1	Q86YF9
NT5DC4	Q86YG4
ZNF280B	Q86YH2
PDSS2	Q86YH6
PHF13	Q86YI8
MARCH9	Q86YJ5
THNSL2	Q86YJ6
ANKRD13B	Q86YJ7
TDRP	Q86YL5
PDPN	Q86YL7
HOMER1	Q86YM7
DOLPP1	Q86YN1
PPARGC1B	Q86YN6
GATAD2A	Q86YP4
BPIFA4P	Q86YQ2
CPNE8	Q86YQ8
GPSM1	Q86YR5
POTED	Q86YR6
MCF2L2	Q86YR7
RAB11FIP4	Q86YS3
RAB43	Q86YS6
C2CD5	Q86YS7
SLC13A5	Q86YT5
MIB1	Q86YT6
JAML	Q86YT9
RASAL3	Q86YV0
PRAG1	Q86YV5
MYLK4	Q86YV6
HPS6	Q86YV9
PLCZ1	Q86YW0
TREML1	Q86YW5
GPHB5	Q86YW7
MED12L	Q86YW9
HRNR	Q86YZ3
HIPK1	Q86Z02
KLB	Q86Z14
CCDC125	Q86Z20
C1QL4	Q86Z23
RFX6	Q8HWS3
IFNL1	Q8IU54
IFNLR1	Q8IU57
DCP2	Q8IU60
TMC8	Q8IU68
TMPRSS6	Q8IU80
IRF2BP1	Q8IU81
CAMK1D	Q8IU85
CERS3	Q8IU89
CALHM1	Q8IU99
WFDC8	Q8IUA0
ABCA9	Q8IUA7
WFDC3	Q8IUB2
WFDC10B	Q8IUB3
WFDC13	Q8IUB5
KRTAP19-1	Q8IUB9
KRTAP13-1	Q8IUC0
KRTAP11-1	Q8IUC1
KRTAP8-1	Q8IUC2
KRTAP7-1	Q8IUC3
RHPN2	Q8IUC4
TICAM1	Q8IUC6
GALNT13	Q8IUC8
ERC1	Q8IUD2
RNF135	Q8IUD6
TGIF2LY	Q8IUE0
TGIF2LX	Q8IUE1
HIST2H2AB	Q8IUE6
CBWD2	Q8IUF1
RIOX2	Q8IUF8
KRTAP1-3	Q8IUG1
MYO18B	Q8IUG5
CREG2	Q8IUH2
RBM45	Q8IUH3
ZDHHC13	Q8IUH4
ZDHHC17	Q8IUH5
SPPL2C	Q8IUH8
SNX29P2	Q8IUI4
CRLF3	Q8IUI8
PLXDC1	Q8IUK5
CBLN2	Q8IUK8
CILP2	Q8IUL8
NPAS4	Q8IUM7
CLEC10A	Q8IUN9
CLVS1	Q8IUQ0
SIAH1	Q8IUQ4
TRAPPC5	Q8IUR0
TMTC1	Q8IUR5
CREBRF	Q8IUR6
ARMC8	Q8IUR7
EPHX4	Q8IUS5
SPATA2L	Q8IUW3
RELL1	Q8IUW5
TMEM126B	Q8IUX1
APOBEC3F	Q8IUX4
AEBP1	Q8IUX7
EGFL6	Q8IUX8
GRAMD2A	Q8IUY3
LRRC49	Q8IUZ0
PHYKPL	Q8IUZ5
SYT12	Q8IV01
LURAP1L	Q8IV03
TBC1D10C	Q8IV04
PLD3	Q8IV08
CCNJL	Q8IV13
GPIHBP1	Q8IV16
LACC1	Q8IV20
TMEM139	Q8IV31
CCDC71	Q8IV32
KIAA0825	Q8IV33
WDR49	Q8IV35
HID1	Q8IV36
ANKMY2	Q8IV38
PSTK	Q8IV42
UNC5CL	Q8IV45
ERI1	Q8IV48
LYSMD2	Q8IV50
DENND1C	Q8IV53
PRR15	Q8IV56
RASGRP3	Q8IV61
VRK3	Q8IV63
PASD1	Q8IV76
CNGA4	Q8IV77
PCP2	Q8IVA1
SLC9A9	Q8IVB4
LIX1L	Q8IVB5
ZNF584	Q8IVC4
NUDCD3	Q8IVD9
CROCCP3	Q8IVE0
PLEKHH2	Q8IVE3
NUTM2A	Q8IVF1
AHNAK2	Q8IVF2
DNAH10	Q8IVF4
TIAM2	Q8IVF5
ANKRD18A	Q8IVF6
FMNL3	Q8IVF7
SAMD9L	Q8IVG5
MT-RNR2	Q8IVG9
FOXP4	Q8IVH2
MMAA	Q8IVH4
MAP4K3	Q8IVH8
NOSTRIN	Q8IVI9
SLC41A1	Q8IVJ1
C3orf35	Q8IVJ8
GLYCAM1	Q8IVK1
NAV3	Q8IVL0
NAV2	Q8IVL1
P3H2	Q8IVL5
P3H3	Q8IVL6
CPO	Q8IVL8
CCDC50	Q8IVM0
LINC00346	Q8IVM7
SLC22A9	Q8IVM8
MUSTN1	Q8IVN3
SBSPON	Q8IVN8
FUNDC1	Q8IVP5
ZNF547	Q8IVP9
ZDHHC21	Q8IVQ6
MCAT	Q8IVS2
GLYCTK	Q8IVS8
MISP	Q8IVT2
KSR1	Q8IVT5
IGDCC3	Q8IVU1
HERC6	Q8IVU3
CABCOCO1	Q8IVU9
LOXHD1	Q8IVV2
GID4	Q8IVV7
NKAIN4	Q8IVV8
ARL17B	Q8IVW1
ARL17A	Q8IVW1
CDKL3	Q8IVW4
ARID3B	Q8IVW6
SPNS2	Q8IVW8
C1orf210	Q8IVY1
VSTM4	Q8IW00
SIAH3	Q8IW03
APLF	Q8IW19
CEP97	Q8IW35
ZNF695	Q8IW36
CCDC103	Q8IW40
MAPKAPK5	Q8IW41
NAXD	Q8IW45
FAM219A	Q8IW50
SLITRK4	Q8IW52
TMEM151B	Q8IW70
SERPINA12	Q8IW75
GLB1L2	Q8IW92
ARHGEF19	Q8IW93
WDR75	Q8IWA0
MFN1	Q8IWA4
SLC44A2	Q8IWA5
CCDC60	Q8IWA6
ITPRIP	Q8IWB1
SPATA31A7	Q8IWB4
TEX14	Q8IWB6
WDFY1	Q8IWB7
TEX2	Q8IWB9
MAP7D3	Q8IWC1
CCDC117	Q8IWD4
MFSD6L	Q8IWD5
FAM114A1	Q8IWE2
DCUN1D3	Q8IWE4
PLEKHM2	Q8IWE5
FOXRED2	Q8IWF2
DENND6A	Q8IWF6
UBE2DNL	Q8IWF7
CCDC83	Q8IWF9
WDR63	Q8IWG1
MGA	Q8IWI9
GCC2	Q8IWJ2
ADGRA3	Q8IWK6
SFTPA2	Q8IWL1
SFTPA1	Q8IWL2
HSCB	Q8IWL3
STH	Q8IWL8
FAM223A	Q8IWN6
RP1L1	Q8IWN7
CCDC28A	Q8IWP9
BRSK2	Q8IWQ3
ZC3H7A	Q8IWR0
TRIM59	Q8IWR1
PHF6	Q8IWS0
ZBTB8OS	Q8IWT0
SCN4B	Q8IWT1
CUL9	Q8IWT3
LRRC8A	Q8IWT6
LMTK2	Q8IWU2
SLC30A8	Q8IWU4
SULF2	Q8IWU5
SULF1	Q8IWU6
TPH2	Q8IWU9
LAX1	Q8IWV1
CNTN4	Q8IWV2
UBR1	Q8IWV7
UBR2	Q8IWV8
ARHGAP12	Q8IWW6
ADHFE1	Q8IWW8
SGPP2	Q8IWX5
UNC45B	Q8IWX7
CHERP	Q8IWX8
SCUBE1	Q8IWY4
ZSCAN29	Q8IWY8
CDAN1	Q8IWY9
ANKHD1	Q8IWZ3
TRIM48	Q8IWZ4
TRIM42	Q8IWZ5
BBS7	Q8IWZ6
SUGP1	Q8IWZ8
SUGP2	Q8IX01
WWC1	Q8IX03
UEVLD	Q8IX04
CD302	Q8IX05
REXO1L1P	Q8IX06
ZFPM1	Q8IX07
CCAR1	Q8IX12
HOMEZ	Q8IX15
DHX40	Q8IX18
MCEMP1	Q8IX19
SLF2	Q8IX21
FBXO16	Q8IX29
SCUBE3	Q8IX30
SKA3	Q8IX90
CTAGE4	Q8IX94
CTAGE3P	Q8IX95
SPACA3	Q8IXA5
DNAJC10	Q8IXB1
TUSC5	Q8IXB3
OR4N5	Q8IXE1
NPAS3	Q8IXF0
AQP12A	Q8IXF9
TP53INP2	Q8IXH6
NELFCD	Q8IXH7
CDH26	Q8IXH8
RHOT2	Q8IXI1
RHOT1	Q8IXI2
SIRT2	Q8IXJ6
ASXL1	Q8IXJ9
PHC2	Q8IXK0
GALNT12	Q8IXK2
FAM20C	Q8IXL6
MSRB3	Q8IXL7
IQCF2	Q8IXL9
C17orf49	Q8IXM2
MRPL41	Q8IXM3
NRM	Q8IXM6
ODF3L1	Q8IXM7
RIMKLA	Q8IXN7
C11orf53	Q8IXP5
C9orf40	Q8IXQ3
GPALPP1	Q8IXQ4
KLHL7	Q8IXQ5
PARP9	Q8IXQ6
PDZD9	Q8IXQ8
ETFBKMT	Q8IXQ9
FAM178B	Q8IXR5
C12orf56	Q8IXR9
FAM217A	Q8IXS0
CCDC65	Q8IXS2
PALM2	Q8IXS6
FAM126B	Q8IXS8
DDIAS	Q8IXT1
DMRTC2	Q8IXT2
RBM12B	Q8IXT5
SLC35F2	Q8IXU6
KLHDC8B	Q8IXV7
LMNTD2	Q8IXW0
RPAP2	Q8IXW5
TMEM183A	Q8IXX5
PPIL6	Q8IXY8
ZC3H3	Q8IXZ2
SP8	Q8IXZ3
PNPLA6	Q8IY17
SMC5	Q8IY18
DDX60	Q8IY21
CMIP	Q8IY22
PLPP6	Q8IY26
IFT20	Q8IY31
MICALL2	Q8IY33
SLC15A3	Q8IY34
DHX37	Q8IY37
C4orf19	Q8IY42
AMN1	Q8IY45
KBTBD2	Q8IY47
MMD2	Q8IY49
SLC35F3	Q8IY50
TIGD4	Q8IY51
YAF2	Q8IY57
AMOTL1	Q8IY63
RAVER1	Q8IY67
FTSJ3	Q8IY81
DRC7	Q8IY82
NIM1K	Q8IY84
EFCAB13	Q8IY85
SLX4	Q8IY92
TMEM192	Q8IY95
CCDC144CP	Q8IYA2
CKAP2L	Q8IYA6
MKX	Q8IYA7
CCDC36	Q8IYA8
MB21D2	Q8IYB1
SRRM1	Q8IYB3
PEX5L	Q8IYB4
SMAP1	Q8IYB5
DIS3L2	Q8IYB7
SUPV3L1	Q8IYB8
ZNF595	Q8IYB9
GSPT2	Q8IYD1
KLHDC8A	Q8IYD2
FANCM	Q8IYD8
C18orf54	Q8IYD9
CCDC146	Q8IYE0
CCDC13	Q8IYE1
ELOA2	Q8IYF1
TEX11	Q8IYF3
LRRC56	Q8IYG6
ZZZ3	Q8IYH5
C20orf196	Q8IYI0
EXOC8	Q8IYI6
ZNF440	Q8IYI8
PIANP	Q8IYJ0
CPNE9	Q8IYJ1
C10orf67	Q8IYJ2
SYTL1	Q8IYJ3
CCDC105	Q8IYK2
COLGALT2	Q8IYK4
REM2	Q8IYK8
TRMT44	Q8IYL2
C1orf174	Q8IYL3
GPR65	Q8IYL9
FAM186B	Q8IYM0
SEPT12	Q8IYM1
SLFN12	Q8IYM2
TRIM22	Q8IYM9
ZNF100	Q8IYN0
TCEAL8	Q8IYN2
UBALD2	Q8IYN6
PRSS58	Q8IYP2
ZDHHC23	Q8IYP9
THNSL1	Q8IYQ7
CFAP206	Q8IYR0
SMYD4	Q8IYR2
TMEFF1	Q8IYR6
GRAMD1C	Q8IYS0
PM20D2	Q8IYS1
KIAA2013	Q8IYS2
C16orf71	Q8IYS4
OSCAR	Q8IYS5
BOD1L2	Q8IYS8
FAM71A	Q8IYT1
CMTR2	Q8IYT2
CCDC170	Q8IYT3
KATNAL2	Q8IYT4
ULK2	Q8IYT8
HACE1	Q8IYU2
UBQLNL	Q8IYU4
MICU2	Q8IYU8
IZUMO1	Q8IYV9
CFAP46	Q8IYW2
ENTHD1	Q8IYW4
RNF168	Q8IYW5
ZNF679	Q8IYX0
TBC1D21	Q8IYX1
CCDC116	Q8IYX3
DND1	Q8IYX4
SAXO1	Q8IYX7
CEP57L1	Q8IYX8
DZIP1L	Q8IYY4
LRRC34	Q8IZ02
ANKRD13A	Q8IZ07
GPR135	Q8IZ08
ZBED8	Q8IZ13
C7orf61	Q8IZ16
ZNF683	Q8IZ20
PHACTR4	Q8IZ21
ZNF34	Q8IZ26
RCOR2	Q8IZ40
RASEF	Q8IZ41
CHPF	Q8IZ52
NRSN1	Q8IZ57
PRR22	Q8IZ63
TRMT2A	Q8IZ69
RPUSD2	Q8IZ73
ELMOD2	Q8IZ81
ALDH16A1	Q8IZ83
CMTM1	Q8IZ96
KIAA0319L	Q8IZA0
H1FOO	Q8IZA3
RTKN2	Q8IZC4
COL27A1	Q8IZC6
ZNF101	Q8IZC7
SAMD14	Q8IZD0
KMT2E	Q8IZD2
DCP1B	Q8IZD4
SLC22A15	Q8IZD6
DOCK3	Q8IZD9
SCYL3	Q8IZE3
NALCN	Q8IZF0
ADGRF5	Q8IZF2
ADGRF4	Q8IZF3
ADGRG5	Q8IZF4
ADGRF3	Q8IZF5
ADGRG4	Q8IZF6
ADGRF2	Q8IZF7
XRN1	Q8IZH2
IFNL3	Q8IZI9
IFNL2	Q8IZJ0
UNC5B	Q8IZJ1
CPAMD8	Q8IZJ3
RGL4	Q8IZJ4
TDH	Q8IZJ6
MCOLN2	Q8IZK6
MAML2	Q8IZL2
PELP1	Q8IZL8
CDK20	Q8IZL9
ZNF654	Q8IZM8
SLC38A6	Q8IZM9
ZDHHC14	Q8IZN3
DEFB107A	Q8IZN7
DEFB107B	Q8IZN7
ABI1	Q8IZP0
TBC1D3	Q8IZP1
ST13P4	Q8IZP2
RNF113B	Q8IZP6
HS6ST3	Q8IZP7
ADGRG2	Q8IZP9
WDFY3	Q8IZQ1
SELENOH	Q8IZQ5
MYOCD	Q8IZQ8
CMTM4	Q8IZR5
OFCC1	Q8IZS5
TCTE3	Q8IZS6
CLECL1	Q8IZS7
CACNA2D3	Q8IZS8
ASPM	Q8IZT6
HS3ST5	Q8IZT8
FAM9C	Q8IZT9
FAM9B	Q8IZU0
FAM9A	Q8IZU1
WDR17	Q8IZU2
SYCP3	Q8IZU3
DSEL	Q8IZU8
KIRREL3	Q8IZU9
CMTM8	Q8IZV2
RDH10	Q8IZV5
TNS4	Q8IZW8
TAF1L	Q8IZX4
ABCA7	Q8IZY2
BLID	Q8IZY5
APCDD1	Q8J025
SLC7A5P1	Q8MH63
SYCE1	Q8N0S2
CENPL	Q8N0S6
C8orf59	Q8N0T1
TMEM61	Q8N0U2
FAM185A	Q8N0U4
LINC00518	Q8N0U6
C1orf87	Q8N0U7
VKORC1L1	Q8N0U8
ZNF295-AS1	Q8N0V1
RBFA	Q8N0V3
LGI2	Q8N0V4
GCNT2	Q8N0V5
FUK	Q8N0W3
NLGN4X	Q8N0W4
IQCK	Q8N0W5
FMR1NB	Q8N0W7
SPAG16	Q8N0X2
CLYBL	Q8N0X4
SPART	Q8N0X7
ZNF444	Q8N0Y2
OR4N4	Q8N0Y3
OR8I2	Q8N0Y5
PGAM4	Q8N0Y7
ABRA	Q8N0Z2
SPICE1	Q8N0Z3
TTC5	Q8N0Z6
PUSL1	Q8N0Z8
VSIG10	Q8N0Z9
ATOH7	Q8N100
TAGAP	Q8N103
DEFB106A	Q8N104
DEFB106B	Q8N104
MIER1	Q8N108
KIR2DL5A	Q8N109
CEND1	Q8N111
LSMEM2	Q8N112
SHISA5	Q8N114
CYP4X1	Q8N118
MMP21	Q8N119
RPTOR	Q8N122
CPXCR1	Q8N123
CADM3	Q8N126
OR5AS1	Q8N127
FAM177A1	Q8N128
CNPY4	Q8N129
SLC34A3	Q8N130
TMEM123	Q8N131
LGI4	Q8N135
DAW1	Q8N136
CNTROB	Q8N137
ORMDL3	Q8N138
ABCA6	Q8N139
EID3	Q8N140
ZFP82	Q8N141
ADSSL1	Q8N142
BCL6B	Q8N143
GJD3	Q8N144
LGI3	Q8N145
OR8H3	Q8N146
OR6V1	Q8N148
LILRA2	Q8N149
AHI1	Q8N157
GPC2	Q8N158
NAGS	Q8N159
OR8H2	Q8N162
CCAR2	Q8N163
PDIK1L	Q8N165
NDUFAF2	Q8N183
ZNF567	Q8N184
CARF	Q8N187
SIX5	Q8N196
KRT222	Q8N1A0
C4orf33	Q8N1A6
CCNQ	Q8N1B3
VPS52	Q8N1B4
GABRG1	Q8N1C3
SLC22A18AS	Q8N1D0
C1orf158	Q8N1D5
LYG1	Q8N1E2
FBXL14	Q8N1E6
LRRC75A-AS1	Q8N1F1
NUP93	Q8N1F7
STK11IP	Q8N1F8
ZNF687	Q8N1G0
REXO1	Q8N1G1
CMTR1	Q8N1G2
LRRC47	Q8N1G4
C14orf39	Q8N1H7
DOCK4	Q8N1I0
CACTIN-AS1	Q8N1I8
THEMIS	Q8N1K5
LINC00528	Q8N1L1
CYP4Z2P	Q8N1L4
BATF2	Q8N1L9
BEST3	Q8N1M1
CLEC4F	Q8N1N0
DYNAP	Q8N1N2
KRT78	Q8N1N4
CRIPAK	Q8N1N5
CRYBG2	Q8N1P7
CA13	Q8N1Q1
THEM5	Q8N1Q8
SLC39A11	Q8N1S5
MYO1H	Q8N1T3
CFAP52	Q8N1V2
LINC01561	Q8N1V8
ARHGEF28	Q8N1W1
ZNF710	Q8N1W2
INTS1	Q8N201
SYNE4	Q8N205
SCML4	Q8N228
KLHL34	Q8N239
HIST3H2BB	Q8N257
ARHGAP24	Q8N264
C20orf197	Q8N268
PROM2	Q8N271
ANKRD35	Q8N283
GAPT	Q8N292
LINC00269	Q8N2A0
PLD6	Q8N2A8
DEPDC4	Q8N2C3
UNC80	Q8N2C7
UMODL1-AS1	Q8N2C9
VWDE	Q8N2E2
ARMC10	Q8N2F6
LYPD1	Q8N2G4
ZCCHC24	Q8N2G6
GHDC	Q8N2G8
PYROXD2	Q8N2H3
SYS1	Q8N2H4
PELI3	Q8N2H9
ZNF619	Q8N2I2
STK40	Q8N2I9
ABHD12	Q8N2K0
UBE2J2	Q8N2K1
TMEM86A	Q8N2M4
CLASRP	Q8N2M8
ANKRD36B	Q8N2N9
NLGN1	Q8N2Q7
OSR2	Q8N2R0
FAM43A	Q8N2R8
LTBP4	Q8N2S1
TMEM256	Q8N2U0
PQLC1	Q8N2U9
PIAS4	Q8N2W9
EXOC3-AS1	Q8N2X6
RUSC2	Q8N2Y8
CENPS	Q8N2Z9
SVBP	Q8N300
AGGF1	Q8N302
MUC20	Q8N307
LRRC43	Q8N309
C6orf223	Q8N319
NXPE1	Q8N323
C10orf111	Q8N326
PGBD3	Q8N328
GPD1L	Q8N335
ELMOD1	Q8N336
MT1M	Q8N339
MIER2	Q8N344
OR2L13	Q8N349
CBARP	Q8N350
SLC35F6	Q8N357
CIART	Q8N365
SLC43A2	Q8N370
KDM8	Q8N371
LRRC25	Q8N386
MUC15	Q8N387
ARHGAP18	Q8N392
ZNF786	Q8N393
TMTC2	Q8N394
VWA5B2	Q8N398
PARP8	Q8N3A8
ASCC3	Q8N3C0
CLIP4	Q8N3C7
EHBP1L1	Q8N3D4
PLCD3	Q8N3E9
MTURN	Q8N3F0
MICALL1	Q8N3F8
GPR137C	Q8N3F9
TMEM130	Q8N3G9
FAM19A2	Q8N3H0
BBS5	Q8N3I7
METTL4	Q8N3J2
C17orf53	Q8N3J3
PPM1K	Q8N3J5
CADM2	Q8N3J6
ZNF664	Q8N3J9
CMYA5	Q8N3K9
TXLNB	Q8N3L3
VPS8	Q8N3P4
TCAIM	Q8N3R3
MPP5	Q8N3R9
PHTF2	Q8N3S3
GALNT15	Q8N3T1
TMEM132C	Q8N3T6
STAG2	Q8N3U4
SYNPO	Q8N3V7
FNBP4	Q8N3X1
LCORL	Q8N3X6
FBXW8	Q8N3Y1
LARGE2	Q8N3Y3
SDR16C5	Q8N3Y7
PRSS35	Q8N3Z0
GTPBP8	Q8N3Z3
ZCCHC7	Q8N3Z6
STPG2	Q8N412
SLC25A45	Q8N413
PGBD5	Q8N414
LILRB2	Q8N423
NME8	Q8N427
GALNT16	Q8N428
RASGEF1C	Q8N431
SVOPL	Q8N434
CPXM2	Q8N436
FGFRL1	Q8N441
GUF1	Q8N442
RIBC1	Q8N443
ZNF843	Q8N446
LNX2	Q8N448
LRRC18	Q8N456
FBXL16	Q8N461
D2HGDH	Q8N465
MFSD4A	Q8N468
SFRP1	Q8N474
FSTL5	Q8N475
LIX1	Q8N485
RYBP	Q8N488
PNKD	Q8N490
GALNT4	Q8N4A0
FAM109A	Q8N4B1
FBXO39	Q8N4B4
PRR18	Q8N4B5
C9orf62	Q8N4C0
NIN	Q8N4C6
STX19	Q8N4C7
MINK1	Q8N4C8
C17orf78	Q8N4C9
PDCL2	Q8N4E4
FTMT	Q8N4E7
BPIFB2	Q8N4F0
SLC22A24	Q8N4F4
RNF175	Q8N4F7
ARL14	Q8N4G2
SPATA6L	Q8N4H0
TOMM5	Q8N4H5
CARNMT1	Q8N4J0
RPRML	Q8N4K4
TMEM151A	Q8N4L1
PIP4P2	Q8N4L2
SPEM1	Q8N4L4
CCDC24	Q8N4L8
SLC44A3	Q8N4M1
C10orf126	Q8N4M7
KLHL36	Q8N4N3
KIF2B	Q8N4N8
TTC30B	Q8N4P2
HDDC3	Q8N4P3
LRRC71	Q8N4P6
ZADH2	Q8N4Q0
CHCHD4	Q8N4Q1
CCDC82	Q8N4S0
PAQR4	Q8N4S7
MARVELD2	Q8N4S9
CPA6	Q8N4T0
ARHGEF39	Q8N4T4
CBR4	Q8N4T8
TCP11L2	Q8N4U5
MMGT1	Q8N4V1
SVOP	Q8N4V2
DNAJC22	Q8N4W6
ZNF808	Q8N4W9
AFAP1L2	Q8N4X5
CRACR2B	Q8N4Y2
RAB42	Q8N4Z0
TMEM199	Q8N511
FBXL6	Q8N531
LINC00471	Q8N535
FIBCD1	Q8N539
OGFOD1	Q8N543
ZNF276	Q8N554
AFAP1	Q8N556
MREG	Q8N565
ZCCHC9	Q8N567
DCLK2	Q8N568
OXR1	Q8N573
TTC39C	Q8N584
ZNF561	Q8N587
MPND	Q8N594
ZGPAT	Q8N5A5
CERS5	Q8N5B7
CALHM5	Q8N5C1
SRBD1	Q8N5C6
DTWD1	Q8N5C7
TAB3	Q8N5C8
WDTC1	Q8N5D0
GBGT1	Q8N5D6
NKAP	Q8N5F7
SMIM20	Q8N5G0
MACO1	Q8N5G2
FAM89B	Q8N5H3
SH2D3C	Q8N5H7
ARRDC1	Q8N5I2
KCNRG	Q8N5I3
DHRSX	Q8N5I4
C12orf45	Q8N5I9
MINDY1	Q8N5J2
SPIC	Q8N5J4
CISD2	Q8N5K1
RPP25L	Q8N5L8
ATPAF2	Q8N5M1
TTC9C	Q8N5M4
JAGN1	Q8N5M9
C3orf22	Q8N5N4
MRPL50	Q8N5N7
ZC3H8	Q8N5P1
FAM71E2	Q8N5Q1
CCDC33	Q8N5R6
SLC25A41	Q8N5S1
C2orf73	Q8N5S3
CAMKK1	Q8N5S9
TBC1D19	Q8N5T2
C11orf42	Q8N5U0
MS4A15	Q8N5U1
RNF10	Q8N5U6
NGEF	Q8N5V2
FAM24B	Q8N5W8
RFLNB	Q8N5W9
EIF4E3	Q8N5X7
MSL3	Q8N5Y2
PARP16	Q8N5Y8
AADAT	Q8N5Z0
KCTD17	Q8N5Z5
DPP10	Q8N608
TRAM1L1	Q8N609
FAM160A2	Q8N612
TMEM156	Q8N614
LINC00311	Q8N616
OR2C3	Q8N628
MEIOB	Q8N635
LZTR1	Q8N653
NBPF15	Q8N660
TMEM86B	Q8N661
COMMD1	Q8N668
ZBTB2	Q8N680
DRAM1	Q8N682
CPSF7	Q8N684
DEFB125	Q8N687
DEFB123	Q8N688
DEFB119	Q8N690
ESX1	Q8N693
SLC5A8	Q8N695
SLC15A4	Q8N697
MYCT1	Q8N699
IGSF1	Q8N6C5
MIR7-3HG	Q8N6C7
LILRA3	Q8N6C8
RNF182	Q8N6D2
ANKRD29	Q8N6D5
CLDN19	Q8N6F1
GCSAM	Q8N6F7
METTL27	Q8N6F8
LINC00337	Q8N6G1
TEX26	Q8N6G2
CSGALNACT2	Q8N6G5
ADAMTSL1	Q8N6G6
ARFGAP2	Q8N6H7
EID2	Q8N6I1
TMEM251	Q8N6I4
TEX29	Q8N6K0
SAMD3	Q8N6K7
CCDC155	Q8N6L0
KRTCAP2	Q8N6L1
TMEM252	Q8N6L7
OTUD6B	Q8N6M0
FITM2	Q8N6M3
ALLC	Q8N6M5
C9orf3	Q8N6M6
IQCF1	Q8N6M8
ZFAND2A	Q8N6M9
TTC9B	Q8N6N2
C1orf52	Q8N6N3
NATD1	Q8N6N6
ACBD7	Q8N6N7
IL22RA1	Q8N6P7
TMCO5A	Q8N6Q1
CD177	Q8N6Q3
METTL25	Q8N6Q8
METTL13	Q8N6R0
SERP2	Q8N6R1
ANKRD13C	Q8N6S4
ARL6IP6	Q8N6S5
C11orf80	Q8N6T0
ARFGAP1	Q8N6T3
SIRT6	Q8N6T7
LINC00612	Q8N6U2
GPR161	Q8N6U8
C10orf53	Q8N6V4
TEX9	Q8N6V9
CELF5	Q8N6W0
USHBP1	Q8N6Y0
PCDH20	Q8N6Y1
LRRC17	Q8N6Y2
CCDC185	Q8N715
ZNF655	Q8N720
NPW	Q8N729
KIR3DL3	Q8N743
CSNK1A1L	Q8N752
PQLC3	Q8N755
EMC1	Q8N766
C14orf178	Q8N769
ZNF525	Q8N782
KLHDC1	Q8N7A1
HORMAD2	Q8N7B1
PACRGL	Q8N7B6
EFCAB3	Q8N7B9
LRRC52	Q8N7C0
TRIML2	Q8N7C3
TMEM217	Q8N7C4
RNF148	Q8N7C7
ZNF645	Q8N7E2
UBL4B	Q8N7F7
POU5F2	Q8N7G0
LINC01465	Q8N7H1
PAF1	Q8N7H5
GVQW1	Q8N7I0
AMER2	Q8N7J2
ZNF433	Q8N7K0
FAM216B	Q8N7L0
TCTEX1D1	Q8N7M0
ZNF283	Q8N7M2
